,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
7703,anda didungukan dan diperbudak islam bung hnw allah subhanahu wa taala bukan tuhan sosok disensor biadab,1,1,0,1,1,0,0,0,0,0,1,0
7704, sudah pelupa otak mulai tidak menyambung ,1,0,1,0,0,0,0,0,1,1,0,0
7705, dan penyakit yang belum sembuh sampai sekarang oleh gerombolan disensor bongkrek adalah penyakit panik dan balas dendam akibat kekalahan pemilihan presiden 2014 uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
7706, hari hari makan disensor berbentuk wang haram muka pun macam disensor perangai lebih disensor dari disensor dan politikus ronggeng disensor ,1,1,0,1,0,0,1,0,0,0,1,0
7707, disensor kamu itu orang yang berbeda cong uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
7708, ditunggangi disensor jumbo sampai bool tertarik nikmatnya disensor uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
7709,gubernur rasa presiden,0,0,0,0,0,0,0,0,0,0,0,0
7711,banyak responden institute of southeast asian studies yang meyakini bahwa orang indonesia keturunan cina masih memiliki loyalitas terhadap republik rakyat cina,1,0,0,1,0,1,0,0,0,0,1,0
7712,pekerja lokal kalau ada masalah selalu cari yang patut disalahkan pekerja disensor tempat saya beda ada masalah bicarakan cari solusi ,0,0,0,0,0,0,0,0,0,0,0,0
7713, memang berani indonesia kan bagian dari republik rakyat cina ,1,0,1,0,0,0,0,0,1,1,0,0
7714, sudah di nyinyir para disensor disensor apa belum ,1,1,0,1,0,0,0,0,1,0,1,0
7715,tetapi pihak massa terus memprovokasi sambil be eriak ganyang partai disensor indonesia ,1,0,0,1,0,0,0,0,1,0,0,1
7716, sih disensor lagi ,1,1,1,0,0,0,0,1,0,1,0,0
7717,prabowo makin panik prabowo makin membabi disensor erang siapa saja elite politik dikatakan disensor dan bermental maling kritik tidak ada konsep kritik tidak terarah ,0,1,0,0,0,0,0,0,0,0,0,0
7718,berita duka telah meninggal dengan tenang bapak liu kiun jie disensor persatuan umat islam kiun di rumah sakit vincentius singkawang xf0 x9f x99 x8f xf0 x9f x99 x8f xf0 x9f x99 x8f ,0,0,0,0,0,0,0,0,0,0,0,0
7719, disensor menggonggong anies jalan terus,1,1,1,0,0,0,0,0,1,1,0,0
7720, oh iya benar juga dan baru mau aku ejek disensor enggak ,0,1,0,0,0,0,0,0,0,0,0,0
7721,harusnya tommy dikenakan pasal berlapis korupsi dan pembunuhan hakim agung pula tetapi dapat diskon besar besaran era susilo bambang yudhoyono uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
7722,di like dulu disensor nya belakangan xf0 x9f x91 x8c xf0 x9f x8f xb,0,1,0,0,0,0,0,0,0,0,0,0
7723, disensor xe2 x98 xad disensor tak be epi ,1,1,1,0,0,0,0,0,1,1,0,0
7724,9 a lot of people think that i sama cina japanese korean karena mataku disensor terus kulitku putih langsat ketika in fact keluargaku tidak ada darah cinanya sama sekali bahkan sering banget dibercandai katanya waktu lahir tertukar sama anak orang ,0,0,0,0,0,0,0,0,0,0,0,0
7725,hibahan penawaran program diploma pendidikan lepasan ijazah dpli dan program ijazah sarjana muda pendidikan pendidikan islam ismppi kemasukan september 2018 di unisza sukacita dimaklumkan bahwa universitas sultan zainal ,0,0,0,0,0,0,0,0,0,0,0,0
7726,pemerintah provinsi daerah khusus ibukota bakal bangun pusat jajanan betawi di ibu kota inews budaya penelitian berita,0,0,0,0,0,0,0,0,0,0,0,0
7727,gue lihat memang sih anies ini ada kurangnya ya tapi gue membandingkan sama ahok tahun lalu yang mudah saja bilang disensor disensor disensor disensor pemahaman nenek kamu ke orang lain dihadapan publik maupun rapat internal menurut gue sih mending sih anies ya ,1,1,1,0,0,0,0,0,1,1,0,0
7728, halo ustad siauw nama saya albe saya dulu kristen sekarang sedang mencari saya mengikuti ustad karena saya ingin belajar tentang islam semoga diperbolehkan ,0,0,0,0,0,0,0,0,0,0,0,0
7729,tolong analisa sejarah kejatuhan pekerjaan uthmaniyah kerajaan khalifah islam yang terakhir yang menyebabkan palestina jatuh pada tangan yahudi hingga ke hari ini apa yang mustafa kamal ata urk kuat kuasakan untuk mengubah turki kononnya membawa agenda turki modern dengan sama,0,0,0,0,0,0,0,0,0,0,0,0
7730, ini adalah salah satu disensor betina yang lagi gentayangan duku calon legislatif gagal nsi penipu ijazah palsu nskg dia telah ber xe2 x80 xa6 ,1,1,1,0,0,0,0,0,1,1,0,0
7731, kalau prabowo yang presiden tanpa istri bisa bisa indonesia hancur,1,0,1,0,0,0,0,0,1,1,0,0
7732, temannya role playing game partai demokrasi indonesia perjuangan pilihan legislatif amp pemilihan presiden 17 april 2019 partai demokrasi indonesia perjuangan mendapat nomor urut 3 sebagai partai politik pese a pemilihan umum 2019 amp mencalonkan kembali bapak insinyur joko widodo jokowi sebagai calon presiden republik indonesia 2019 2024 ,0,0,0,0,0,0,0,0,0,0,0,0
7733, haha kelihatan kalau belum lahir keahlian disensor hanya 1 tukang tipu disensor adalah begitu disensor enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019 ganti presiden plonga plongo dunning,1,1,0,1,0,0,0,0,1,0,1,0
7734, bagaimana dengan disensor bu ,0,0,0,0,0,0,0,0,0,0,0,0
7735,anak daerah khusus ibukota jaka a banget lah ya 21 tahun saya berfoto bersama wakil gubernur daerah khusus ibukota jaka a,0,0,0,0,0,0,0,0,0,0,0,0
7736,dengan terpilihnya presiden muslim di singapura semakin menegaskan singapura negara sangat disensor ,1,1,0,1,0,0,0,0,1,0,1,0
7737,didik mukrianto soal pilihan kepala daerah tak langsung demokrat jadikan peraturan pemerintah pengganti undang undang era susilo bambang yudhoyono sebagai acuan,0,0,0,0,0,0,0,0,0,0,0,0
7738, terus yang kedua aku ada job freelance mengajar privat sesuai passion gaji bisa lebih dari kerja sama orang disensor tadi dan kerjanya cuma jam 2 siang palingan sampai jam 8 malam thats way kenapaaa sering menolak dulu daftar itu pas sepi j,0,0,0,0,0,0,0,0,0,0,0,0
7739,gus ipul ingin jadikan madura pusat ekonomi syariat jawa timur,0,0,0,0,0,0,0,0,0,0,0,0
7740, disensor memang jokowi mengakui jika jadi presiden segala urusan daerah khusus ibukota lebih mudah diatasi,1,1,1,0,0,0,0,0,1,1,0,0
7741, terima kasih atas informasinya agar saya lebih jelas mohon mas jean ivan berkenan kirimkan akun disensor dimaksud ke direct message saya maklum saya gadget er gagap terima kasih ,0,1,0,0,0,0,0,0,0,0,0,0
7742, yang yudas juga sih dan tapi kebanyakan protestan sih yang bilang saudara kandung kalau misal katolik ya bilangnya sepupu ,0,0,0,0,0,0,0,0,0,0,0,0
7743,cinta itu disensor disensor itu gelap gelap itu hitam hitam itu disensor disensor itu yang baca twit ini ,0,1,0,0,0,0,0,0,0,0,0,0
7744,alhamdulillah pagi ini salat subuh bersama di masjid raya lima kaum merupakan salah satu masjid te ua di indonesia sekaligus cagar budaya yang terletak di nagari lima kaum kecamatan lima kaum kabupaten tanah datar sumatra barat di lima ,0,0,0,0,0,0,0,0,0,0,0,0
7745,disensor sambil takjub begitu dan ngileeee canggih iya mobil sekarang berasa naik kit reader knight rider starring david hasselhoff bisa marah dan mengerem sendiri ,0,1,0,0,0,0,0,0,0,0,0,0
7746, he disensor jangan sok pemes kamu di rupiah muka kayak disensor orang tua kamu kayak disensor agama kamu saja agama disensor 35 ,1,1,1,0,1,0,1,1,0,1,0,0
7747, diam kamu disensor anaconda ,1,1,1,0,0,0,0,0,1,1,0,0
7748, hai avia maaf baru lihat mentionnya maaf disensor banget gue lama tidak buka twitter begini wkwk apakabsss kamu ,0,0,0,0,0,0,0,0,0,0,0,0
7749, ha kamu manusia disensor sudah ku duga ,0,1,0,0,0,0,0,0,0,0,0,0
7750,karena menolak penerapan pasal penodaan agama saya lebih memilih membungkam mulut yang memfiktifkan kitab suci dengan duel argumen ,0,0,0,0,0,0,0,0,0,0,0,0
7752, bermusuhan aku sak disensor kamu rasakan sampai ternyata cocotmu kehilangan konco 1 disensor koyo koe aku ra rugi xf0 x9f x98 x8f ,1,1,1,0,0,0,0,0,1,1,0,0
7753,jawa timur anti hoaks pilihan kepala daerah damai deklarasi anti hoaks warga kemlaten ,0,0,0,0,0,0,0,0,0,0,0,0
7754, disensor ,0,0,0,0,0,0,0,0,0,0,0,0
7755, sesungguhnya salat yang paling berat dilaksanakan oleh orang orang disensor adalah salat isya dan salat subuh hari bukhari ,0,0,0,0,0,0,0,0,0,0,0,0
7756, disensor anti islam tumbangkan 2019 ,1,0,1,0,1,0,0,0,0,0,0,1
7757,gubernur jaman now harus cerdas pilihan gubernur 2018 pilihan gubernur jawa tengah tanpa hoaks kami ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
7758,6 praktiknya partai keadilan sejahtera di daerah daerah mendukung calon legislatif dan kada kristen dalil dalil pun dibuat untuk membenarkan praktik itu ini marak di era ,0,0,0,0,0,0,0,0,0,0,0,0
7759,kok yang dukung 2 periode orangnya pada tidak jelas ya 2019 ganti presiden balikan ke solo 2019 tetap jokowi yang diganti,1,0,0,1,0,0,0,0,1,0,1,0
7760,tidak memulai memberikan salam kepada ah lu kitab sebab rasulullah sallallahu alaihi wasallam xe2 x80 x98alaihi wa salam bersabda xe2 x80 x9d janganlah kalian terlebih dahulu memberi salam kepada orang orang yahudi dan nasrani xe2 x80 xa6 xe2 x80 x9d hari muslim,0,0,0,0,0,0,0,0,0,0,0,0
7761, apa pak hambalang nya pak gara gara pak susilo bambang yudhoyono kurang tegas anak buah anda masuk bui jokowi lebih tegas pak,1,0,1,0,0,0,0,0,1,1,0,0
7762,akibat duk hadiri jamuan hari raya nih terpaksa lah hari hari main elliptical machine untuk kekal fit dan bakar kalori sebagaimana nasihat trainer kena kuat dan sehat untuk lawan disensor zalim ph ,0,0,0,0,0,0,0,0,0,0,0,0
7763, apa diretweet disensor ,1,1,1,0,0,0,0,0,1,1,0,0
7764,nama saja islami tapi kelakuan aduh dan disensor pula tampang kamu menyesakkan juga oi ,1,1,1,0,1,0,1,0,0,1,0,0
7765,oke kita tunggu bang jafar nya insya allah mau jadi saksi dan warga nu siap mengawal,0,0,0,0,0,0,0,0,0,0,0,0
7766,lengkap di kubu anies sandi semua ada mulai dari tukang cabul,1,0,1,0,0,0,0,0,1,1,0,0
7767, selain rocky gerung gerung bambang isuzu cewek many magic kom yang selama ini buat isu di dunia maya semuanya disensor mantan ,0,0,0,0,0,0,0,0,0,0,0,0
7768, survei dimana haha respondennya disensor kodok disensor x ya ,1,1,0,1,0,0,0,0,1,0,1,0
7771, junros qqqq dewa banget disensor editnya anti disensor disensor klub ,0,1,0,0,0,0,0,0,0,0,0,0
7772,kalau ada masjid yang lebih tua dari candi candi milik kerajaan hindu buddha di nusantara ini baru kalian boleh usir cina kalau tidak kalian cuma pendatang ,1,0,0,1,0,1,0,0,0,0,1,0
7773, sih disensor cabul yang kriminal mengoceh kriminalisasi ulama dasar disensor ,1,1,1,0,0,0,0,1,0,1,0,0
7774, kalau mengaku negara demokrasi ya bubarkan komisi pemberantasan korupsi ,1,0,0,1,0,0,0,0,1,0,0,1
7775, teman gue ada yang errr gue tidak tau dia psiko apa tidak tetapi dia pernah ada laba lewat terus diinjak terus di makan dan nih disensor sih itu namanya ,0,1,0,0,0,0,0,0,0,0,0,0
7776, teman makan teman ketika dia sudah janji akan memberi menyontek untuk ujian tetapi pas giliran ujian dia malah pura pura disensor xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
7777,4 model se ifikasi tanah ala disensor jokowi ini tidak ada semeter persegi pun tanah yang diambil dari tangan tuan tuan tanah dan didistrusikan kepada petani tak be anah berdasar prinsip yang berkeadilan keadilan tanah ,0,0,0,0,0,0,0,0,0,0,0,0
7778,dia itu agama nya apa sih ,0,0,0,0,0,0,0,0,0,0,0,0
7779,nurul arifin tak goyah hadapi survei bandung cantik bandung harmonis bandung memilih nuruli calon wali kota bandung calon wali kota bandung 2018,0,0,0,0,0,0,0,0,0,0,0,0
7780, kalau dilihat secara hitung hitungan mungkin sudah takut sama biayanya om air asia lokasi tiga puluh meter di laut saja habis biaya satu triliun lebih belum ini di danau tapi semua tergantung pemerintah kalau kerja sama dulu sama rescue disensor buat o,0,0,0,0,0,0,0,0,0,0,0,0
7781,rasanya itu sih tiang listrik disensor li junhui mau gue tabrak pakai bajaj yang sudah dipasangkan bom dasar disensor tidak tau diri ,1,1,1,0,0,0,1,0,0,1,0,0
7782, apa kalian panggil panggil aku me as disensor ,0,0,0,0,0,0,0,0,0,0,0,0
7783,coba sebutkan yang mana hoaks yang dimaksud ya ,0,0,0,0,0,0,0,0,0,0,0,0
7784, yang sudah di lakukan jual negara disensor jika mampu bangun bukan dengan kaki orang lain tapi kaki sendiri memang kamu yang mau bayar hutang utang bosmu eeeh disensor berapa kekayaanmu ,1,1,1,0,0,0,0,0,1,1,0,0
7785, disensor gunung ,0,0,0,0,0,0,0,0,0,0,0,0
7786, apa sih kamu tertawa mulu disensor ,1,1,1,0,0,0,0,0,1,1,0,0
7787, hoooy ayo balas jangan disensor saja kamu apa tidak malu di sebut kaum disensor hhhhh gelar ahli provokator lebih pantas buatmu,1,1,1,0,0,0,1,0,0,1,0,0
7788, jangan gaduh lah kami yang kamu panggil disensor sudah tidak butuh manusia disensor ,1,1,0,1,0,0,0,0,1,0,1,0
7789, itu disensor banget lah tidak kuat beli telur jadi tebar hoaks disensor kuat ya koruptor sama selangkangan iya kan coba kamu lihat pakai mata sama otak kamu gubernuran yang koruptor cewek ada berapa pret disensor telur disensor murah ceria,1,1,1,0,0,0,0,0,1,1,0,0
7790, begitu mulia bapak pengangguran akhirnya berkurang pak bapak begitu perhatian banget pak sama rakyat rakyat cina 2019 nyalon pemilihan presiden saja di sana pak pasti terpilih pak 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
7791, 2beer sebenarnya bosan tubir rupiah tapi lihat mereka disensor jadi seru ,0,1,0,0,0,0,0,0,0,0,0,0
7792,dulu sukar memahami bagaimana rakyat palestina boleh biar yahudi menjajah dan rakyat turki biar khilafah dijatuhkan sekarang tidak lagi ,0,0,0,0,0,0,0,0,0,0,0,0
7793, xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 cukup sekali ditipu pemilihan presiden 2014 buzzer disensor memang enggak dosa kalau menipu ,1,1,1,0,0,0,0,0,1,1,0,0
7794,disensor 2 jam setengah yang memuaskan disensor lah keren banget nih film uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
7795,kamu manusia perlente gayamu meleteh kayak jambu mente dan kau manusia berdasi omonganmu bau terasi kelakuanmu tersisi dan kau manusia sombong suka menggonggong diantara disensor disensor dan kau manusia biadab ntk punya adab kau manusia disensor ntk pernah,1,1,1,0,0,0,0,0,1,1,0,0
7796, disensor not wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
7797, pasti bisa mencalonkan kan karena disensor ini suka menabrak aturan hukum ,1,0,0,1,0,0,0,0,1,0,1,0
7798,gue berharap banget kemarin dia mati dan yang lain berharap setya novanto mati pas sakit kemarin siapa lagi setya novanto ,1,0,1,0,0,0,0,0,1,1,0,0
7799, prabowo itu anaknya pemberontak ,1,0,1,0,0,0,0,0,1,1,0,0
7800,engkau raupkan air mata yang disensor karena bintang jatuh ,0,0,0,0,0,0,0,0,0,0,0,0
7801,apa itu disensor secara sederhana memaksakan kehendak banyak aturan contoh memaksa pakai e uang disensor banget disensor disensor,1,0,1,0,0,1,0,0,0,1,0,0
7802, ya gih saja makan itu hindu nusantara agama kita ini rahmatan lil alamin bukan agama bumi tapi agama langit tapi kalau islam nusantara mau sama dengan mereka ya monggo supaya lebih sesat sekalian ,1,1,0,1,1,0,0,0,0,0,1,0
7804, fitnah fitnah tapi disukai juga dasar disensor ,1,1,1,0,0,0,0,0,1,1,0,0
7805,pe umbuhan ekonomi asia pasifik 6 turun 1 poin dari prediksi awal,0,0,0,0,0,0,0,0,0,0,0,0
7806, aku ra usah tak menutupi sudah disensor o mbak wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
7807, yang disensor kaum disensor haha ,1,1,0,1,1,0,0,0,0,0,1,0
7808, kalau ingin membuat perbandingan yang selevel misal nu melawan partai disensor indonesia begitu juga muhammadiyah atau organisasi masyarakat yang lain kalau pak ai bandingkan lagi dengan pak ai partai demokrasi indonesia perjuangan dengan partai keadilan sejahtera demokrat dan lain lain ,0,0,0,0,0,0,0,0,0,0,0,0
7809, dajjal cabul sudah jadi tenaga kerja indonesia dia xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
7810,luggage semua harga yahudi xf0 x9f x98 xb9 ,0,0,0,0,0,0,0,0,0,0,0,0
7811, kayak punya disensor saja kamu ,0,1,0,0,0,0,0,0,0,0,0,0
7812,prabowo dalang kerusuhan mei 98 mustahil jadi presiden paparannya lengkap uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
7813, disensor kamu ya disensor itu baru potensi belum rugi sana cebokan dulu mata kamu dengan kecing disensor ,1,1,1,0,0,0,0,0,1,1,0,0
7814, saya sepakat dengan anda dulu soekarno menekankan itu seandainya dulu para pelajar mahasiswa yang dikirim untuk belajar di ln tidak dicap disensor oleh orde baru mungkin negara kita digdaya sebab bapak bangsa sudah merumuskan,0,0,0,0,0,0,0,0,0,0,0,0
7815, pak prabowo kalau bisa juga maju jadi motor pendorong saja ,1,0,1,0,0,0,0,0,1,1,0,0
7816, semalam menonton disensor 2002 mbah keren jadi wali xf0 x9f x91 xb3 ,0,0,0,0,0,0,0,0,0,0,0,0
7817, disensor kamu ya tolong ,1,1,1,0,0,0,0,0,1,1,0,0
7818, rebut saham yang ada pemegang sahamnya sekarang ditabok pakai duit hasil berutang dasar disensor kadal mau saja kalian dikadali tidak selesai selesai ,1,1,0,1,0,0,0,0,1,0,1,0
7819,wkwk mak untuk disensor kurang kurangi ena sell mbue kamu man ikan sia sia kamu anak perikanan pe sel uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
7820, dia nyinyir biar di ajak gabung sama presiden kali ,1,0,1,0,0,0,0,0,1,1,0,0
7821, wahai saudaraku ketahuilah bahwa jokowi adalah tetap saudara kita yang patut kita tinggalkan adalah para pak ai politik pendukung penista agama orang orang yang mendukung penista agama penduduk zionis israel kaum disensor liberal disensor di,0,0,0,0,0,0,0,0,0,0,0,0
7822, disensor dengan standar kedunguannya tidak diragukan lagi sudah diakui dan terbukti kok malah bilang orang disensor aduh ,1,1,1,0,0,0,0,0,1,1,0,0
7823,3 anak anak muda kreatif indonesia menyambut gerakan ini dengan kegiatan ekspedisi kapsul waktu yang baru dibuka 70 tahun mendatang,0,0,0,0,0,0,0,0,0,0,0,0
7824, orang disensor balaskan base tetapi akun nya di kunci ,1,1,1,0,0,0,0,0,1,1,0,0
7825, jangankan di sekolah katolik mbak di muda mudi katolik gereja juga belum tentu dapat aku pun tau sejak kuliah di yoyakarta itu pun gara gara beririsan sama anak anak gerakan xf0 x9f x98 x85 ,0,0,0,0,0,0,0,0,0,0,0,0
7826,hem menyampah pula tengok live facebook apaan khair din itu tak habis habis pusing pasal manifesto ph tak ada pentingkan agama golongan dap itu cina kristiani he memang lah sudah namanya dap bukan pas eh geram pula aku lepas itu dok kata motif terbesar nak jadikan sel,1,0,1,0,1,1,0,0,0,1,0,0
7827, bubarkan acara partai disensor indonesia ,1,0,0,1,0,1,0,0,0,0,0,1
7828,ahok itu sudah sah sebagai sang napi penista agama tidak usah diungkit ungkit lagi kisahnya sebagai pembenaran,1,0,1,0,1,0,0,0,0,1,0,0
7829,berikut biografi calon ketua dema universitas islam negeri syarif hidayatullah jaka a no urut 3,0,0,0,0,0,0,0,0,0,0,0,0
7830, selamat disensor dimana selamat dekat unahe junjunganmu ya e kucluk disensor cepek lu ,1,1,1,0,0,0,0,0,1,1,0,0
7831, captain saya disensor dari salty menjawab ,0,0,0,0,0,0,0,0,0,0,0,0
7832,belgia 2 1 england aku termenung dalam disensor tadi sebelum game nih ,0,0,0,0,0,0,0,0,0,0,0,0
7833, tebal banget bentuk disensor ya tante ,0,1,0,0,0,0,0,0,0,0,0,0
7834,hari ini off day aku tidur bangun tidur sahaja haha disensor bukan ,0,1,0,0,0,0,0,0,0,0,0,0
7835, terima kasih wahai saudaraku umat muslim semua jangan lelah berjuang dan jangan hiraukan disensor dan buzzer penebar fitnah ,1,0,1,0,0,0,0,0,1,1,0,0
7836, organisasi masyarakat penghancur negara kesatuan republik indonesia wajib di bubarkan ingat partai disensor indonesia ,1,0,0,1,0,0,0,0,1,0,0,1
7837,dukungan pilihan kepala daerah damai dari siswa siswi man 3 medan dan anti berita hoaks,0,0,0,0,0,0,0,0,0,0,0,0
7838,insya allah penguasa jahat yang jadi jongos budak cina disensor disensor yang bernafsu untuk jajah rampok indonesia dihancurkan allah subhanahu wa taala segera ,1,1,1,0,1,1,0,0,0,1,0,0
7839, tidak prinsip gue kalau tidak dari mulut dia langsung dia bilang gue suka sama kamu nya mau sampai disensor dia jungkir balik bilang gue cantik kayak kangen kayak dia sayang gue kayak disensor amat wkwk mental di gue ,0,1,0,0,0,0,0,0,0,0,0,0
7840, yang penting jangan orang cina di indonesia ,1,0,1,0,0,1,0,0,0,1,0,0
7841,ada di okoh masyarakat yang menyatakan memilih presiden harus berpegang pada alquran hadiah lantas yang kristen dan hindu buddha apa ,0,0,0,0,0,0,0,0,0,0,0,0
7842, inspeksi mendadak priok diperingatkan time marah copot semua menteri di kementerian perekonomian mar besok jangan k pasar ya harga semua naik mencak mencak bisa pecat xe2 x80 xa6 ,0,0,0,0,0,0,0,0,0,0,0,0
7843, alah disensor ,1,1,1,0,0,0,0,1,0,1,0,0
7844, kayaknya berondong ini ya disensor disensor coli bahan coli uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
7845, ih menina mt bom ,0,0,0,0,0,0,0,0,0,0,0,0
7846, faktanya bukan saja js yang kristen namun juga koh lieus tokoh tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
7847,reog ponorogo universitas brawijaya nya memang keren habis top banget bulan bakti kipm 2018 gema satu kata 2018,0,0,0,0,0,0,0,0,0,0,0,0
7848,itu dia bunuh saja yang di depan mata dia mafia koruptor nya penista agama pula panggilan popular nya disensor ahok,1,1,1,0,1,0,0,0,0,1,0,0
7849,jika ada padanannya sepe i ilyas untuk eliyahu etc maka apa nama nabi hud dalam tradisi ibrani yahudi ,0,0,0,0,0,0,0,0,0,0,0,0
7850, daripada ikut pilihan kepala daerah yang sudah pasti tidak menang mending voting nama bapak di polling saya saja pak kali saja benaran jadi pelatih timnas ,0,0,0,0,0,0,0,0,0,0,0,0
7851,nek berbicara bablas disensor otaknya tidak dipakai disensor disensor kamu dan lain lain ayo bu kalem buu ,0,1,0,0,0,0,0,0,0,0,0,0
7852, keluargaku yang katolik saja paham dia tidak paham kan lucu kak xf0 x9f x98 x82 xf0 x9f x98 x82 ,0,0,0,0,0,0,0,0,0,0,0,0
7853,ada berita bom di barel bikin shock terus tadi maunya pulang saja ke rumah tidak mau tidur di indekos ,0,0,0,0,0,0,0,0,0,0,0,0
7854,diriku yang belum atau dianya yang tidak peka apes inner left right join otakku tidak sampai cenut cenut ibaratkan bom waktu yang sebentar lagi akan meledak tolong tolong aku sudah tidak kuat aku sukanya mengodei tidak mau dikode prepared statement param print rumah sakit dan teman temannya xf0 x9f x8d x83 xf0 x9f x90 x92 ,0,1,0,0,0,0,0,0,0,0,0,0
7855, puri tri agung adalah tempat ibadah sembah bagi penganut agama buddha kong fu tse dan laotze ,0,0,0,0,0,0,0,0,0,0,0,0
7856,siyaaaaap dan tolong jangan kait kaitkan kasus imbal jasa penjaminan dengan anies sandi apapun yang boleh dikait kaitkan cuma yang berhubungan dengan ahok jokowi saja ,1,0,1,0,0,0,0,0,1,1,0,0
7857,jangan sampai banyak yang mangkrak kayak pak susilo bambang yudhoyono uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
7858,solo a star wars cerita belum tayang di kota yang wali kotanya korupsi ini dan bioskop baru masih tahun depan dan disensor xf0 x9f x98 xac xf0 x9f x98 xac xf0 x9f x98 xac xf0 x9f x98 xac ,0,1,0,0,0,0,0,0,0,0,0,0
7859,gubernur jawa timur targetkan jembatan widang selesai h 15 lebaran,0,0,0,0,0,0,0,0,0,0,0,0
7860, lebih baik jokowi yang mundur ,1,0,1,0,0,0,0,0,1,1,0,0
7861,lalu siapa lagi menurut anda yang mungkin berdasarkan pt 20 itu ,0,0,0,0,0,0,0,0,0,0,0,0
7862, satu lagi buat 7 sekolah yang di bakar sama kader nya prabowo harus tanggung jawab,1,0,1,0,0,0,0,0,1,1,0,0
7863, jilbab tidak wajib mas yang wajib itu menutup aurat jilbab tidak masuk rukun iman dan rukun islam kayaknya anda deh yang terlalu menuhankan jilbab hidup kok cuma seputaran sepotong kain xf0 x9f x98 x85 xf0 x9f x98 x82 kalau cuma jilbab ,0,0,0,0,0,0,0,0,0,0,0,0
7864, mana berani dia mengakui putra melayu tapi takut beraninya teriak teriak kiraan mau dibantu sama yang lain xf0 x9f x91 xbf xf0 x9f xa4 xb8 xf0 x9f x91 x8e xf0 x9f x91 x8e xf0 x9f x91 x8e hajar saja itu mulut bau disensor sih ardi disensor ,1,1,1,0,0,0,1,0,0,1,0,0
7865,pilihan kepala daerah jawa timur nanti kalau nomer 1 menang kami dapat mercedes dan jika nomer 2 menang kami dapat bmw sudah sama sama berkualitas ,0,0,0,0,0,0,0,0,0,0,0,0
7866, melancarkan bahasa inggris saja deh ai aku sudah pernah belajar bahasa disensor yang selain inggris tidak ada yang tercantol sekarang wkwk soalnya jarang dipakai kan ya ,0,0,0,0,0,0,0,0,0,0,0,0
7867, my ahjussi ini gelap bin suram durasinya agak panjang tapi gue suka banget drama model begini dan nlee ji eun juga mantap xe2 x80 xa6 ,0,0,0,0,0,0,0,0,0,0,0,0
7868,para disensor yang telah melukai lady harus menerima ganjaran seratus kali lipat sanji ,0,1,0,0,0,0,0,0,0,0,0,0
7869, hanya di disensor ini weeaboo dipersekusi disensor disensor ,0,0,0,0,0,0,0,0,0,0,0,0
7870, yang anda sebutkan itu jaman kapan mas saat penjajahan sekarang kita sudah merdeka kalau tidak kerja sama dengan disensor kita mau jadi apa korea utara anda bermain twitter saja pakai produk disensor jangan tanggung kalau anti disensor ,1,0,1,0,0,0,0,0,1,1,0,0
7871,tapi sih xf0 x9f x91 xa9 xf0 x9f x8f xbb pas diperhatikan warna badannya kontras sekali sama warna mukanya muka putih badan coklat nih was like xf0 x9f x99 x82 kamu kata mata gue disensor apa tidak bisa bedakan yang pakai krim pemutih dan yang tidak pak,0,0,0,0,0,0,0,0,0,0,0,0
7872, alah disensor mulut lelaki terkadang selalu begitu ,1,1,1,0,0,0,0,1,0,1,0,0
7873, bapak presiden yang terhormat sudah hampir setahun kita korbanphkfreepo belum ada kejelasan kami butuh perhatian dari bapak korbanphksepihakfreepo ,0,0,0,0,0,0,0,0,0,0,0,0
7874, bapak jangan diam saja kok di menggebuk di dewan perwakilan rakyat,1,0,1,0,0,0,0,0,1,1,0,0
7875,tadinya ada perjanjian kalau kami terbukti tidak menyimpan barang barang kenangan kami bakal dilepaskan dengan selamat tapi kalau kami terbukti salah bisa dihukum kayak orang orang yahudi di film the boy in stripped piyama ,0,0,0,0,0,0,0,0,0,0,0,0
7876,balikan sama kamu idih disensor tujuh keturunan sudah ,1,1,1,0,0,0,0,0,1,1,0,0
